Car_Name,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,Selling_Price
Toyota,2016,70700,Electric,Dealer,Automatic,Second Owner,11.62,1500,95.29,5,272899.28
Honda,2017,44726,Petrol,Individual,Automatic,First Owner,28.35,3000,165.69,7,510308.73
Toyota,2016,185678,CNG,Dealer,Automatic,Third Owner,18.05,1000,53.32,5,64135.48
Maruti,2016,35694,Petrol,Individual,Manual,First Owner,18.67,1200,89.08,5,88348.71
Toyota,2022,167325,Diesel,Trustmark Dealer,Automatic,Second Owner,15.21,1800,134.98,7,385939.48
Maruti,2013,160302,Diesel,Individual,Automatic,Second Owner,21.14,800,50.6,7,50000
Maruti,2021,190046,Petrol,Trustmark Dealer,Manual,Second Owner,11.3,1800,109.77,5,182319.38
Kia,2020,68545,Petrol,Trustmark Dealer,Manual,Second Owner,17.51,1800,130.78,5,267896.29
BMW,2021,152997,Diesel,Dealer,Automatic,Second Owner,23.18,1200,83.97,6,621548.61
Ford,2012,11033,Diesel,Individual,Automatic,Fourth & Above Owner,21.64,1200,67.22,7,50000
Toyota,2015,67461,Diesel,Trustmark Dealer,Automatic,First Owner,34.99,1200,51.97,5,167863.72
Honda,2006,7665,Petrol,Dealer,Manual,First Owner,19.72,1500,106.11,5,50000
Maruti,2012,32025,CNG,Dealer,Automatic,Second Owner,19.67,1000,46.75,6,100055.73
BMW,2016,159605,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,22.59,2500,101.64,5,268806.9
Hyundai,2005,181969,Electric,Individual,Manual,First Owner,14.76,800,58.99,7,50000
Tata,2017,82661,Petrol,Dealer,Manual,First Owner,31.91,1200,75.76,5,50000
Kia,2021,125473,Diesel,Dealer,Manual,First Owner,24.31,2000,151.33,5,464466.56
Ford,2018,25998,Diesel,Individual,Manual,First Owner,14.8,3000,178.15,5,549337.98
Audi,2018,66248,Petrol,Individual,Manual,Third Owner,29.84,800,61.65,5,258587.44
Kia,2020,109493,Diesel,Individual,Automatic,Second Owner,10.86,3000,162.48,6,507038.46
Hyundai,2021,28057,Petrol,Individual,Automatic,Second Owner,34.56,2500,172.45,7,539715.23
Tata,2010,84244,Diesel,Individual,Manual,Second Owner,31.63,800,41.63,5,50000
Hyundai,2011,102031,Diesel,Individual,Automatic,Second Owner,24.49,800,32.04,6,50000
Toyota,2005,117713,Petrol,Individual,Manual,First Owner,12.78,1200,66.23,4,50000
Maruti,2019,110887,Diesel,Individual,Manual,First Owner,15.38,1200,83.41,7,256954.65
Ford,2022,72173,Diesel,Individual,Automatic,First Owner,16.99,1000,46,5,174151.08
Mahindra,2017,43734,Petrol,Dealer,Manual,First Owner,16.03,2500,150.48,5,281505.99
Maruti,2006,67072,Electric,Dealer,Manual,First Owner,22.44,1200,58.19,5,50000
Mahindra,2023,199855,Electric,Trustmark Dealer,Manual,First Owner,33.61,1200,51.58,5,335626.71
Tata,2019,99194,Diesel,Dealer,Manual,First Owner,21.1,800,51.76,7,196224.34
BMW,2016,187114,Petrol,Dealer,Automatic,First Owner,26.54,1000,78.08,5,281685.85
Audi,2019,188429,Diesel,Dealer,Manual,Second Owner,27.21,1800,94.37,5,670070.01
Honda,2022,144741,Diesel,Individual,Manual,First Owner,31.79,1200,75.87,5,305837.89
Maruti,2018,118272,Petrol,Dealer,Manual,Third Owner,10.85,2000,156.29,5,50000
Ford,2010,72902,Diesel,Dealer,Automatic,First Owner,20.11,1200,79.22,4,50000
Hyundai,2016,127247,Diesel,Dealer,Manual,Second Owner,29.62,1800,120.46,5,81521.96
Ford,2010,154982,Diesel,Individual,Automatic,Third Owner,30.37,800,37.73,5,50000
Tata,2013,61959,Petrol,Dealer,Manual,Third Owner,33.18,2500,149.26,7,113688.62
Mahindra,2008,101623,Diesel,Dealer,Manual,Third Owner,27.57,1000,54.68,5,50000
Hyundai,2021,136438,Electric,Dealer,Manual,First Owner,16.13,800,47.07,5,232723.86
Honda,2006,53415,Petrol,Trustmark Dealer,Manual,First Owner,22.64,2500,180.08,7,50000
Honda,2020,129716,Diesel,Dealer,Manual,First Owner,10.81,1500,87.64,6,303827.14
Maruti,2018,126209,CNG,Dealer,Manual,First Owner,26.17,1200,51.02,7,100987.18
Tata,2012,14907,Diesel,Individual,Automatic,First Owner,23.86,2500,190.55,5,50000
BMW,2018,100825,Petrol,Trustmark Dealer,Manual,Third Owner,26.67,2000,123.59,5,508208.26
Tata,2006,37780,Diesel,Individual,Automatic,Second Owner,33.25,2500,192.45,7,50000
Mahindra,2020,193951,Diesel,Trustmark Dealer,Manual,Second Owner,27.18,1500,94.34,5,226105.07
Ford,2008,40085,CNG,Individual,Manual,Third Owner,18.01,1200,51.34,5,50000
Honda,2005,25426,Diesel,Dealer,Manual,Second Owner,14.97,1500,93.17,5,50000
Ford,2018,184269,Electric,Individual,Automatic,Second Owner,31.37,1800,113.45,5,149861.09
Ford,2012,12485,Petrol,Dealer,Manual,Second Owner,14.86,1200,58.29,7,50000
Ford,2007,54527,Petrol,Individual,Manual,First Owner,14.04,2000,117.68,5,50000
Honda,2009,129604,Diesel,Dealer,Manual,First Owner,15.17,1200,70.05,7,50000
Kia,2010,96005,Petrol,Dealer,Manual,Fourth & Above Owner,22.72,1500,97.37,5,105730.13
Toyota,2012,63528,Petrol,Trustmark Dealer,Manual,Third Owner,13.1,3000,151.15,7,50000
Mahindra,2010,125631,Petrol,Dealer,Manual,Third Owner,33.45,1000,63.27,5,50000
Kia,2010,32799,Petrol,Trustmark Dealer,Manual,First Owner,34.16,1500,74.46,5,50000
Mahindra,2008,182411,Petrol,Dealer,Manual,Third Owner,34.35,1200,69.43,5,50000
Hyundai,2011,152159,Electric,Dealer,Automatic,First Owner,10.98,3000,134.72,6,50000
Tata,2023,143518,Petrol,Trustmark Dealer,Manual,First Owner,33.65,1200,49.79,7,225030.03
Tata,2011,186532,Diesel,Individual,Manual,First Owner,34.94,2500,132.06,5,50000
Audi,2007,99817,Diesel,Individual,Manual,First Owner,33.56,3000,152.95,5,50000
Tata,2012,63260,Electric,Dealer,Automatic,First Owner,26.77,1000,56.28,7,50000
Honda,2005,150949,Petrol,Individual,Manual,First Owner,27.53,800,62.78,7,50000
BMW,2005,160795,CNG,Individual,Manual,First Owner,13.06,1000,60.89,5,50000
Maruti,2018,17943,Diesel,Individual,Manual,First Owner,31.86,800,49.7,7,110961.95
Audi,2010,146378,Diesel,Dealer,Manual,Second Owner,11.49,2000,155.33,5,50000
Maruti,2014,172856,Diesel,Trustmark Dealer,Manual,Second Owner,17.94,1200,92.22,4,52427.21
Mahindra,2018,126401,CNG,Individual,Automatic,First Owner,34.78,2500,188.41,4,347075.85
Maruti,2008,156527,Petrol,Trustmark Dealer,Automatic,First Owner,20.56,3000,131.76,7,50000
Maruti,2010,166046,Diesel,Individual,Automatic,Second Owner,13.28,1800,117.67,5,50000
Audi,2020,32371,Diesel,Individual,Manual,Second Owner,34.23,1800,130.18,5,1159424.24
Hyundai,2005,103746,Diesel,Dealer,Manual,First Owner,34.6,1500,110.13,7,50000
Ford,2010,106248,Electric,Dealer,Manual,Second Owner,14.68,1000,63.12,5,50000
Tata,2013,140008,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,31.62,3000,122.1,7,53098.08
Tata,2019,169238,Electric,Dealer,Manual,First Owner,19.76,1000,78.95,7,98720.25
Honda,2016,30727,Petrol,Dealer,Automatic,First Owner,19.53,3000,176.66,7,446036.33
Audi,2007,119000,Petrol,Dealer,Manual,First Owner,16.57,1800,100.34,5,50000
Honda,2015,68969,Petrol,Dealer,Manual,Second Owner,11.12,800,44.64,5,50000
BMW,2019,164440,Petrol,Trustmark Dealer,Manual,First Owner,16.7,1000,56.97,7,421542.2
BMW,2007,73531,Diesel,Trustmark Dealer,Manual,First Owner,11.34,800,39.75,5,50000
Honda,2018,44097,Petrol,Dealer,Manual,First Owner,33.11,800,42.47,5,167298.36
Audi,2006,171056,Petrol,Dealer,Automatic,Fourth & Above Owner,26.54,800,63.53,6,50000
Honda,2008,55859,Electric,Individual,Manual,Second Owner,32.17,800,43.78,5,50000
Tata,2023,180363,CNG,Individual,Automatic,Second Owner,27.93,2500,152.67,7,367601.62
Kia,2016,158222,CNG,Trustmark Dealer,Automatic,Third Owner,13.28,1500,110.9,5,56817.03
Toyota,2006,158133,CNG,Individual,Automatic,First Owner,33.51,1500,91.65,4,50000
Maruti,2021,165250,Diesel,Dealer,Manual,Third Owner,32.5,2500,132.45,5,282759.69
Toyota,2007,61790,Petrol,Individual,Manual,Second Owner,18.7,1800,109.71,5,50000
Audi,2014,70696,Petrol,Trustmark Dealer,Manual,First Owner,12.79,3000,133.69,5,524736.63
Toyota,2020,20648,Diesel,Individual,Automatic,Third Owner,27.6,1500,67.8,6,371647.26
BMW,2013,66779,Petrol,Individual,Manual,Third Owner,28.21,3000,203.29,4,182765.79
Mahindra,2015,111371,Diesel,Dealer,Automatic,Third Owner,32.42,2000,153.4,5,119178.12
Maruti,2019,41672,Petrol,Individual,Manual,First Owner,11.32,2500,172.57,7,406662.78
Ford,2007,74109,Petrol,Individual,Manual,Fourth & Above Owner,13.54,1000,42.98,5,50000
Audi,2020,196593,Diesel,Dealer,Manual,Fourth & Above Owner,24.96,2000,112.23,5,497110.34
Maruti,2016,39593,Diesel,Dealer,Manual,First Owner,25.48,2500,100.26,7,257373.77
Toyota,2009,149858,Diesel,Dealer,Manual,First Owner,10.84,1500,90.67,5,50000
BMW,2011,14815,Diesel,Dealer,Automatic,First Owner,19.92,1000,47.73,7,50000
Hyundai,2013,158038,Petrol,Dealer,Automatic,Fourth & Above Owner,24.6,3000,224.18,6,104873.13
Kia,2022,149866,Petrol,Dealer,Automatic,Second Owner,28.45,1000,44.17,6,186989.04
Ford,2012,167495,CNG,Individual,Automatic,First Owner,17.9,3000,120.17,6,50000
Kia,2016,26302,Diesel,Dealer,Automatic,First Owner,22.1,800,46.44,5,122120.29
Maruti,2006,197136,Petrol,Dealer,Manual,First Owner,30.35,1800,83.19,7,50000
BMW,2014,90140,CNG,Trustmark Dealer,Automatic,Second Owner,33.85,800,55.62,7,152940.91
BMW,2023,163907,Petrol,Individual,Manual,First Owner,15.76,2500,191.99,5,1599341.05
Toyota,2013,78356,Diesel,Individual,Manual,Fourth & Above Owner,16.33,800,33.34,5,50000
Tata,2012,54282,Petrol,Dealer,Automatic,Second Owner,33.5,2000,111.65,7,74047.2
Toyota,2005,133451,Diesel,Individual,Manual,Second Owner,19.9,3000,239.62,5,50000
Tata,2010,126347,Diesel,Dealer,Manual,First Owner,27.96,3000,207.92,7,50000
Tata,2016,188786,Petrol,Individual,Manual,First Owner,25.31,1500,117.19,5,73531.55
Ford,2023,28814,CNG,Dealer,Manual,First Owner,17.14,3000,139.69,5,816307.27
Toyota,2021,160161,Petrol,Individual,Automatic,First Owner,26.34,2000,97.71,4,482640.06
Hyundai,2006,191903,Petrol,Dealer,Manual,First Owner,26.39,1500,69.29,5,50000
Honda,2015,168818,Petrol,Individual,Manual,Fourth & Above Owner,24.81,2000,104.19,5,50000
Honda,2022,86673,Petrol,Individual,Manual,First Owner,12.49,1000,68.98,5,279061.27
Toyota,2015,56940,Petrol,Dealer,Manual,First Owner,34.88,1500,69.9,5,157606.87
Toyota,2022,91796,Diesel,Dealer,Automatic,First Owner,20.01,3000,182.91,6,1048293.24
Kia,2012,41476,CNG,Individual,Manual,First Owner,25.96,1500,76.15,5,57598.59
Ford,2019,162355,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,32.14,2000,146.34,7,159163.55
Toyota,2013,137841,Petrol,Individual,Automatic,First Owner,20.58,1200,48.32,5,67798.28
Kia,2019,47278,Petrol,Dealer,Automatic,First Owner,29.35,1000,48.92,5,205804.28
Tata,2011,183066,Petrol,Dealer,Automatic,Second Owner,34.3,2500,160.52,4,50000
BMW,2017,198970,Petrol,Trustmark Dealer,Automatic,First Owner,18.97,3000,131.61,5,975296.68
BMW,2017,20634,Diesel,Individual,Manual,First Owner,20.13,1000,58.65,5,572525.45
Tata,2005,131259,Petrol,Individual,Manual,First Owner,32.64,3000,172.34,5,50000
Audi,2008,147037,Diesel,Trustmark Dealer,Manual,First Owner,13.99,2500,185.25,5,50000
Kia,2008,163638,CNG,Trustmark Dealer,Automatic,First Owner,10.71,1200,78.02,4,50000
Kia,2008,57196,Diesel,Individual,Manual,First Owner,32.72,2000,131.18,5,50000
Tata,2017,103679,CNG,Dealer,Manual,Third Owner,30.54,2000,156.14,7,110276.48
Hyundai,2006,184357,Diesel,Dealer,Manual,First Owner,34.31,1000,79.29,5,50000
Mahindra,2019,135861,Diesel,Individual,Manual,Second Owner,11.46,2000,132.27,6,228199.01
Maruti,2008,191571,Diesel,Dealer,Manual,Second Owner,13.9,1800,109.58,5,50000
Tata,2010,24420,Diesel,Dealer,Automatic,Second Owner,12.63,1800,115.77,5,50000
Toyota,2007,161308,Petrol,Dealer,Manual,First Owner,27.09,3000,165.89,4,50000
Toyota,2011,11218,Petrol,Dealer,Automatic,First Owner,25.15,2500,198.75,5,50000
Ford,2010,129283,Petrol,Individual,Automatic,Second Owner,18.98,1200,81.84,6,50000
Tata,2007,185964,Diesel,Individual,Manual,Second Owner,11.44,3000,154.92,5,50000
Ford,2008,69057,Petrol,Dealer,Manual,Second Owner,25.99,1500,63.47,5,50000
Tata,2014,83609,Electric,Dealer,Manual,First Owner,24.25,3000,125.37,5,165652.99
Kia,2013,147298,Diesel,Trustmark Dealer,Manual,Third Owner,12.82,1800,86.75,5,50000
Maruti,2010,128108,Petrol,Dealer,Automatic,First Owner,32.72,3000,147.95,6,50000
Kia,2015,188343,Petrol,Individual,Manual,First Owner,14.97,2500,141.5,5,135660.65
Mahindra,2011,15046,CNG,Trustmark Dealer,Manual,First Owner,28.59,3000,145.78,5,50000
BMW,2022,122462,CNG,Dealer,Manual,First Owner,32.13,2000,130.47,5,1160746.18
Honda,2008,114345,Diesel,Individual,Automatic,First Owner,24.49,1200,58.14,4,50000
Tata,2009,42117,Petrol,Trustmark Dealer,Automatic,Second Owner,16.17,2500,118.79,5,50000
Mahindra,2008,134980,Petrol,Dealer,Automatic,Third Owner,17.73,2500,147.12,5,50000
BMW,2008,141037,Petrol,Individual,Automatic,Third Owner,32.14,1800,135.98,5,50000
Audi,2017,195550,Petrol,Dealer,Manual,First Owner,17.46,800,46.99,6,223877.61
Maruti,2020,193349,Diesel,Dealer,Automatic,Second Owner,28.65,1200,67.86,5,203960.93
Ford,2018,195685,Diesel,Individual,Manual,First Owner,34.75,1000,63.12,5,105098.32
Ford,2015,22373,Diesel,Trustmark Dealer,Automatic,First Owner,35,2500,125.72,5,269769.27
Kia,2006,50452,CNG,Individual,Automatic,First Owner,23.34,1800,97.45,5,50000
Toyota,2018,186161,Diesel,Dealer,Manual,First Owner,30.66,1000,48.55,6,126446.37
BMW,2011,11654,Diesel,Dealer,Automatic,First Owner,34.76,1200,75.45,4,50000
Audi,2015,167352,Petrol,Individual,Automatic,First Owner,19.37,1800,122.21,7,443853.22
Mahindra,2008,192213,Electric,Dealer,Manual,Second Owner,16.31,1000,66.95,5,50000
Maruti,2011,128319,Petrol,Individual,Automatic,Third Owner,12.86,3000,150.58,5,50000
BMW,2020,110646,Electric,Individual,Manual,First Owner,13.52,1500,106.78,5,1171174.45
Audi,2010,31583,CNG,Individual,Manual,Fourth & Above Owner,31.34,2500,125.6,4,50000
Honda,2010,99242,Petrol,Individual,Manual,Second Owner,24.72,1500,69.02,5,50000
Tata,2006,142432,Diesel,Dealer,Manual,Second Owner,31.84,800,43.19,5,50000
Ford,2012,58968,CNG,Dealer,Automatic,Second Owner,29.74,2000,127.82,5,63659.79
Mahindra,2011,139815,Diesel,Dealer,Automatic,First Owner,26.84,1200,54.82,7,62577.92
Ford,2018,143231,Electric,Individual,Automatic,Third Owner,25.23,2000,131.85,6,201590.9
Mahindra,2013,168223,Electric,Individual,Manual,Second Owner,11.21,2000,149.05,5,52849.24
Kia,2019,136590,Petrol,Individual,Automatic,Fourth & Above Owner,31.81,1000,51.73,5,50000
Toyota,2022,21652,Petrol,Individual,Manual,Second Owner,20.45,800,46.41,5,152094.67
Mahindra,2016,118114,Electric,Trustmark Dealer,Automatic,Third Owner,23.99,1200,58.96,7,120051.6
Ford,2023,107489,Diesel,Dealer,Manual,Second Owner,10.55,1500,81.68,5,213250.7
Kia,2017,178420,Petrol,Dealer,Manual,First Owner,33.4,2000,81.76,5,233209.71
Mahindra,2011,82001,Petrol,Dealer,Automatic,First Owner,32.57,1000,78.15,5,50000
Honda,2014,129269,Diesel,Individual,Manual,First Owner,23.58,2000,113.27,5,113626.94
Toyota,2014,81757,Electric,Dealer,Manual,First Owner,24.43,1800,128.8,6,122399.87
Mahindra,2006,29395,CNG,Individual,Manual,First Owner,27.63,1500,68.56,6,50000
Kia,2018,138407,Diesel,Individual,Manual,Third Owner,16.62,2000,144.99,5,307491.81
BMW,2017,106978,Petrol,Trustmark Dealer,Manual,Second Owner,15.55,1800,133.93,5,496920.61
Hyundai,2010,136572,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,26.85,1800,123.51,5,50000
Audi,2013,129541,CNG,Dealer,Manual,Third Owner,12.61,1000,76.13,4,50000
Hyundai,2017,13083,Petrol,Dealer,Manual,Second Owner,21.35,1000,46.69,4,165314.68
Hyundai,2013,111598,Petrol,Individual,Automatic,Third Owner,22.32,1800,106.31,5,50000
Maruti,2017,141615,Petrol,Dealer,Manual,Second Owner,19.53,800,51.84,6,64963.65
Honda,2009,188309,Diesel,Dealer,Automatic,Third Owner,14.63,2000,127.7,7,50000
BMW,2018,101171,Electric,Individual,Automatic,First Owner,18.88,1800,133.99,4,1280606.45
Tata,2009,125423,Petrol,Dealer,Manual,First Owner,18.44,1800,87.53,5,50000
Mahindra,2013,11613,Diesel,Individual,Automatic,First Owner,22.48,1000,47.03,5,50000
Audi,2012,115033,Diesel,Individual,Automatic,Second Owner,26.87,2000,100.27,7,86751.14
Toyota,2011,176612,Electric,Dealer,Automatic,Second Owner,34.21,1200,90.79,7,50000
BMW,2012,81202,Petrol,Dealer,Manual,First Owner,13.6,1500,116.46,5,79784.96
Ford,2007,162327,Diesel,Dealer,Manual,First Owner,31.83,1000,62.79,6,50000
Tata,2019,90666,Petrol,Individual,Automatic,Third Owner,17.1,2000,120.11,6,228263.6
Maruti,2012,27068,CNG,Dealer,Automatic,Second Owner,24.78,2000,128.43,5,50000
Maruti,2005,54057,Diesel,Trustmark Dealer,Automatic,First Owner,23.67,3000,193.96,5,50000
BMW,2011,23946,Petrol,Dealer,Manual,Second Owner,23.92,2500,117.03,5,50000
Kia,2023,156619,Diesel,Dealer,Automatic,Second Owner,28.08,800,53.97,4,202902.95
Hyundai,2006,90237,Diesel,Dealer,Automatic,Fourth & Above Owner,19.54,1500,87.14,5,50000
Ford,2018,10769,Petrol,Dealer,Manual,First Owner,17.98,1000,60.7,5,189129.43
Maruti,2022,160955,CNG,Dealer,Manual,First Owner,31.32,1000,41.21,5,92109.74
Audi,2019,66340,Petrol,Individual,Manual,First Owner,15.5,1200,84.7,7,752816.09
Maruti,2018,84199,Diesel,Individual,Automatic,First Owner,14.51,2500,183.54,5,364401.47
Toyota,2023,109222,Petrol,Dealer,Automatic,Third Owner,10.39,2500,161.94,4,544371.72
Mahindra,2023,171234,Diesel,Dealer,Automatic,First Owner,15.26,800,55.96,4,168249.13
Maruti,2021,38434,Petrol,Individual,Manual,Fourth & Above Owner,22.96,3000,182.72,5,304588.63
Toyota,2023,27102,CNG,Individual,Manual,First Owner,23.46,3000,194.2,5,892727.96
BMW,2020,26536,Diesel,Dealer,Manual,Fourth & Above Owner,16.36,2500,139.46,5,917197.08
BMW,2023,109639,Diesel,Individual,Manual,First Owner,11.81,800,57.34,5,659524.76
Tata,2005,186460,Diesel,Dealer,Automatic,Third Owner,28.62,3000,176.19,6,50000
Maruti,2023,55775,Diesel,Individual,Automatic,Third Owner,28.95,2000,134.42,7,398442.85
Audi,2011,36147,Petrol,Dealer,Automatic,Fourth & Above Owner,34.95,2000,129.71,7,50000
Maruti,2015,55526,Petrol,Dealer,Automatic,First Owner,32.5,1000,68.09,5,59194.21
Audi,2009,159731,Electric,Trustmark Dealer,Manual,First Owner,33.15,3000,214.23,5,50000
Honda,2021,109663,Petrol,Dealer,Manual,Second Owner,29.96,1200,72.61,5,163424.29
Tata,2015,117180,Diesel,Individual,Automatic,First Owner,25.39,1000,72.52,6,166420.07
Honda,2012,129233,Electric,Dealer,Automatic,First Owner,13.21,2500,149.73,5,64677.56
Maruti,2014,28088,Petrol,Individual,Manual,First Owner,25.56,1800,140.88,6,67074.39
Tata,2016,73464,Diesel,Trustmark Dealer,Manual,Second Owner,11.4,2000,140.21,5,240770.57
Honda,2014,110921,Diesel,Dealer,Manual,Second Owner,32.13,1800,84.32,7,114672.26
Hyundai,2017,64998,Diesel,Individual,Automatic,First Owner,22.05,2500,182.96,6,364822.24
Maruti,2022,45382,Petrol,Individual,Manual,First Owner,27.44,3000,186.19,5,680819.97
Honda,2014,33184,Petrol,Individual,Manual,First Owner,11.31,1200,95.25,7,50000
Hyundai,2023,156171,Diesel,Individual,Manual,Second Owner,23.36,1000,68.75,5,126806.7
Hyundai,2021,42739,CNG,Trustmark Dealer,Manual,First Owner,17.53,2000,86.75,7,473272.5
BMW,2020,132937,Diesel,Dealer,Automatic,First Owner,17.12,1200,66.96,6,750760.16
Maruti,2009,144461,Diesel,Dealer,Manual,Third Owner,19.74,1000,60.69,7,50000
Hyundai,2007,22352,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,10.02,1000,73.56,4,50000
BMW,2019,131788,Diesel,Individual,Automatic,Fourth & Above Owner,21.67,1800,124.51,5,611190.18
Honda,2006,122843,Petrol,Dealer,Automatic,Third Owner,22.16,1500,82.16,6,50000
Toyota,2017,157220,Electric,Individual,Manual,First Owner,31.58,2500,165.34,7,526303.7
Maruti,2012,36828,CNG,Individual,Automatic,Second Owner,21.21,800,50.46,4,128442.81
Tata,2021,73040,Diesel,Dealer,Manual,First Owner,19.09,2000,90.08,4,361890.79
Audi,2008,192867,Electric,Dealer,Automatic,Second Owner,34.87,800,39.52,5,50000
Audi,2023,194692,Petrol,Individual,Automatic,First Owner,24.28,3000,160.93,7,2130897.74
Honda,2013,99279,Diesel,Dealer,Manual,Second Owner,21.82,1200,57.38,6,50000
Kia,2019,99430,Petrol,Individual,Manual,Second Owner,22.4,3000,138.02,5,486236.86
Kia,2013,193186,Electric,Individual,Manual,First Owner,30.23,3000,126.98,4,129818.63
Honda,2013,176783,Petrol,Dealer,Manual,Second Owner,18.52,800,59.94,5,90696.18
Hyundai,2018,120957,Diesel,Dealer,Manual,First Owner,19.73,1800,92.8,5,214301.55
Maruti,2020,22748,CNG,Dealer,Manual,First Owner,28.9,1500,77.42,6,235435.91
Audi,2021,93636,Petrol,Dealer,Manual,First Owner,11.82,2000,96.5,5,1437974.01
Audi,2017,169763,Petrol,Individual,Manual,First Owner,31.63,2500,147.54,5,881066.61
Hyundai,2013,120158,Diesel,Dealer,Manual,First Owner,20.76,1000,60.57,7,50000
Audi,2019,196432,Diesel,Individual,Manual,Third Owner,24.53,1000,48.33,5,284901.99
Tata,2011,15246,Petrol,Dealer,Manual,First Owner,28.94,2500,160.86,5,50000
Maruti,2005,64395,Petrol,Dealer,Manual,First Owner,16.65,1800,124.06,6,50000
Mahindra,2005,168558,Petrol,Dealer,Manual,First Owner,32.26,2000,109.91,5,50000
Audi,2009,166412,CNG,Dealer,Manual,Second Owner,34.48,800,50.73,7,50000
Honda,2013,55300,Diesel,Dealer,Automatic,Second Owner,22.36,2500,150.23,4,50000
Tata,2016,139158,Petrol,Dealer,Manual,Second Owner,33.42,1000,47.82,7,50000
Audi,2010,19860,Petrol,Trustmark Dealer,Manual,Second Owner,10.03,800,55.36,4,50000
Tata,2017,22013,Petrol,Individual,Manual,Third Owner,32.36,1800,129.7,4,125817.15
BMW,2012,143479,Petrol,Dealer,Automatic,Third Owner,17.78,1000,65.95,5,50000
Mahindra,2019,38542,Petrol,Dealer,Automatic,Second Owner,17.79,1200,63.55,7,255566.87
Ford,2010,29935,Petrol,Dealer,Automatic,First Owner,15.7,1500,115.61,7,50000
Honda,2010,54079,Petrol,Dealer,Automatic,Second Owner,17.93,800,46.57,5,50000
Honda,2008,39111,Diesel,Dealer,Manual,Second Owner,15.34,2500,126.59,5,50000
Maruti,2015,61550,Petrol,Dealer,Manual,Second Owner,32.65,2000,112.66,5,79107.27
Tata,2022,81955,Diesel,Dealer,Manual,Third Owner,32.48,800,54.15,5,130649.53
Hyundai,2007,45565,Diesel,Dealer,Automatic,Second Owner,12.56,800,59.07,6,50000
Honda,2007,24283,Diesel,Dealer,Automatic,Third Owner,13.57,800,43.41,5,50000
Tata,2016,71470,Diesel,Dealer,Automatic,First Owner,31.55,2500,123.26,6,322169.65
Tata,2010,91916,Diesel,Individual,Manual,First Owner,19.97,1800,117.11,6,50000
Toyota,2010,84552,CNG,Dealer,Automatic,First Owner,14.23,1800,138.33,5,50000
Toyota,2012,43233,Diesel,Dealer,Manual,Third Owner,22.77,2000,94.66,7,50000
Ford,2019,27695,Diesel,Individual,Manual,Third Owner,20.42,1800,129.82,5,255452.36
BMW,2022,131440,CNG,Trustmark Dealer,Manual,Second Owner,15.48,2500,147.66,5,1124278.98
Ford,2020,178806,Diesel,Trustmark Dealer,Manual,Second Owner,28.02,2000,143.96,6,301471.54
Audi,2010,86257,Petrol,Individual,Manual,Second Owner,25.78,3000,180.66,5,50000
Hyundai,2021,6505,Petrol,Dealer,Automatic,Third Owner,12.49,2000,110.19,4,284279.33
Audi,2013,141435,Petrol,Individual,Manual,Third Owner,33.13,1800,122.17,7,209235.1
Kia,2023,184780,CNG,Individual,Manual,Second Owner,23.96,3000,228.08,5,451491.83
Audi,2022,48614,Diesel,Dealer,Manual,Second Owner,16.26,1000,52.81,5,750290.77
Maruti,2009,6010,Electric,Individual,Manual,First Owner,15.16,1800,105.17,6,50000
Audi,2010,135560,Diesel,Trustmark Dealer,Automatic,Second Owner,13.4,1000,49.18,5,50000
Ford,2016,155933,Diesel,Dealer,Automatic,First Owner,20.62,1200,56.8,7,172178.97
Honda,2015,160197,Petrol,Dealer,Automatic,First Owner,13.39,1800,128.01,4,90903.51
Honda,2020,145441,Diesel,Dealer,Automatic,Third Owner,20.4,1200,57.63,5,228636.81
Toyota,2021,74393,Diesel,Dealer,Automatic,Second Owner,13.72,1800,129.12,6,493639.24
Hyundai,2013,162743,Electric,Dealer,Manual,Fourth & Above Owner,26.42,1200,68.6,5,50000
Hyundai,2005,69512,Petrol,Individual,Automatic,First Owner,29.63,1500,119.7,6,50000
Maruti,2007,103026,Diesel,Individual,Manual,First Owner,23.74,1200,57.47,7,50000
Ford,2013,80656,Diesel,Dealer,Manual,First Owner,27,1000,43.72,6,62611.12
Toyota,2023,102686,Diesel,Trustmark Dealer,Manual,First Owner,33.46,800,34.41,5,258268.79
Kia,2017,180210,Diesel,Dealer,Automatic,First Owner,25.96,2000,146.83,5,298115.16
Hyundai,2018,189492,Diesel,Dealer,Automatic,First Owner,19.1,1200,69.01,7,197099.79
Honda,2023,20489,Petrol,Individual,Manual,First Owner,21.24,800,32.1,5,228813.91
Audi,2011,64789,Diesel,Individual,Automatic,First Owner,31.51,2500,187.48,5,50000
Audi,2008,74925,Diesel,Individual,Automatic,First Owner,13.27,1500,112.62,5,50000
Toyota,2016,54703,CNG,Trustmark Dealer,Manual,Second Owner,18.14,1500,108.39,5,141688.78
Ford,2018,81625,CNG,Individual,Manual,First Owner,24.43,3000,149.8,4,351808.36
